gene_name	C1000g.1	C1000g.2	C1000g.3	C1000g.4	C1000g.5	C300g.1	C300g.2	C300g.3	C300g.4	C300g.5	Anc.1	Anc.2	Anc.3	Anc.4	Anc.5	Mmp.1	Mmp.2.3	Mmp.3.3	Mmp.4.3	Mmp.5.3
MMP_RS06730	553	467	493	435	289	842	795	720	503	537	4403	2815	2586	4080	2859	7	10	17	75	65
MMP_RS06735	467	392	448	358	309	725	578	636	305	429	1660	1323	1751	1744	1712	2	24	11	36	16
MMP_RS06740	2356	2210	1973	1771	1429	5516	4268	5673	3952	4605	9566	6957	9911	9979	9316	51	74	64	235	410
MMP_RS06745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS06750	1730	1655	1355	1318	1232	4627	3695	4374	3359	3869	4542	3382	4920	4819	4723	21	76	39	197	128
MMP_RS06755	157	204	96	148	170	572	541	722	468	520	444	328	562	590	562	18	15	7	39	92
MMP_RS06760	42	15	24	9	15	59	48	38	32	20	338	324	281	307	233	1	11	1	47	11
MMP_RS06765	124	137	194	222	146	222	163	204	94	108	668	509	750	727	715	0	5	23	51	17
MMP_RS06770	2732	2434	2856	2533	1853	2860	2702	2919	1789	1925	7930	6231	8989	9024	8937	37	147	55	358	145
MMP_RS06775	623	522	529	559	556	652	611	667	484	447	1393	1139	1277	1458	1005	6	44	21	93	24
MMP_RS06780	930	867	822	908	713	1156	1131	1183	757	721	2477	1966	2444	2748	2267	11	40	44	95	39
MMP_RS06785	206	113	146	95	77	267	209	205	130	115	664	504	560	489	554	6	10	6	72	7
MMP_RS06790	1569	1041	1190	1107	977	2185	1856	2003	1317	1494	5109	3660	5081	5672	5154	27	106	56	201	153
MMP_RS06805	5167	4808	4756	5318	3770	13140	12640	19153	11846	10938	31706	23430	29669	36011	29406	458	911	507	2203	3129
MMP_RS06810	6331	5714	5207	6275	3956	15630	14423	21835	13613	12719	35748	28058	40796	42568	40402	285	750	505	1893	1230
MMP_RS06815	3852	3245	3107	3366	3074	9218	8951	13469	8904	7910	20609	16781	24741	27159	26500	211	611	352	1312	1435
MMP_RS06820	2952	2314	2221	2453	1568	6218	5080	6894	4930	4721	18504	15326	21713	23109	20505	93	362	265	752	688
MMP_RS06825	2636	2239	2042	2075	1665	6141	5516	7182	4822	4807	17197	14425	22947	23828	22487	200	476	279	1064	1797
MMP_RS06830	3368	3030	2493	2597	2355	8095	6982	8839	6205	6531	25731	20253	31203	33488	31453	318	473	352	1562	4510
MMP_RS06835	3938	3515	2911	3019	2941	9726	7988	10591	7451	8161	37392	28315	45361	47584	44200	201	446	270	1129	1777
MMP_RS06840	388	302	366	260	188	1003	577	617	409	376	3290	2872	2670	2851	2303	2	17	22	92	92
MMP_RS06850	49	76	16	27	31	170	186	179	182	168	4310	2802	1591	3040	1568	2	27	16	44	59
MMP_RS06855	228	276	129	42	63	371	262	172	313	271	11654	6451	1756	4098	1440	2	6	11	42	35
MMP_RS06860	6824	7388	6134	6059	6147	18412	16018	21623	12320	14431	4328	3286	2823	3389	2372	532	1323	500	1778	1344
MMP_RS06865	751	767	670	758	572	1827	1621	2133	1331	1404	3775	2774	2785	3516	2445	22	51	16	83	94
MMP_RS06870	74	21	43	9	20	57	30	25	45	54	373	218	72	184	76	0	13	0	27	7
MMP_RS06875	734	694	563	500	508	784	675	741	596	627	415	330	272	386	238	37	87	9	122	366
MMP_RS06880	190	165	176	131	102	297	218	230	237	199	949	756	696	758	558	9	23	4	34	19
MMP_RS06885	255	218	237	166	147	711	555	542	421	429	2260	1693	2016	2103	1876	6	29	12	70	16
MMP_RS06890	50	52	67	52	52	109	81	82	66	63	923	763	785	950	868	0	10	10	6	7
MMP_RS06895	279	164	270	215	144	430	350	402	360	311	1690	1364	1843	1965	1771	13	39	19	79	22
MMP_RS06900	149	99	92	81	69	287	220	248	164	193	759	545	692	715	563	1	2	2	45	5
MMP_RS06905	24	35	15	4	5	43	38	33	31	18	0	0	0	0	0	0	18	9	11	44
MMP_RS06910	88	78	125	51	51	115	71	80	65	77	361	216	264	268	164	0	22	3	40	10
MMP_RS06915	152	142	120	120	107	214	157	154	141	146	330	337	459	403	381	4	1	0	11	3
MMP_RS06920	132	97	100	111	55	144	84	105	64	52	199	204	309	252	293	2	3	19	14	13
MMP_RS06925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS06930	310	221	228	180	218	261	190	282	152	210	588	498	483	592	447	16	38	11	185	10
MMP_RS06935	34	19	35	16	8	25	18	16	8	15	63	85	51	26	54	4	19	1	8	14
MMP_RS06940	430	347	405	336	193	472	399	419	264	300	783	658	916	801	780	16	28	15	61	11
MMP_RS06945	283	238	238	161	126	314	162	197	137	152	466	421	458	396	411	3	5	18	40	56
MMP_RS06950	246	518	209	280	399	10390	9054	17664	7490	4318	10425	8362	9497	9410	6854	25719	46542	22631	73489	83625
MMP_RS08915	155	79	104	97	107	121	118	107	56	75	80	110	124	85	121	10	9	3	20	8
MMP_RS06960	368	296	247	262	210	432	402	392	407	361	454	403	287	484	284	28	47	10	53	82
MMP_RS06965	206	134	131	133	143	199	162	160	168	176	421	297	313	380	295	17	23	16	86	34
MMP_RS06970	97	68	82	77	69	152	116	109	76	79	175	132	202	175	114	4	2	2	8	13
MMP_RS06975	1069	1040	892	908	835	2442	1771	2294	1940	2007	3918	2764	2942	3955	2636	16	33	32	134	126
MMP_RS06980	150	97	146	113	65	205	161	141	127	125	635	442	508	597	440	0	18	4	29	3
MMP_RS06985	858	788	739	606	444	994	596	684	625	670	1550	1168	1208	1347	965	9	9	7	58	88
MMP_RS06990	150	178	122	120	49	91	142	63	101	71	594	371	256	405	187	11	6	1	20	16
MMP_RS06995	271	276	281	214	172	299	212	242	118	147	743	583	853	824	708	0	4	9	52	15
MMP_RS07000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS07005	1228	1269	1018	1041	997	2094	1799	2151	1644	1692	5160	3583	3903	5435	3972	81	138	87	289	486
MMP_RS07010	4793	4590	3617	3677	3256	6935	5821	6713	5205	5700	12331	9102	8988	12791	8743	74	135	107	436	589
MMP_RS07015	907	725	393	530	356	991	889	642	647	924	877	433	127	441	80	9	49	30	107	41
MMP_RS07020	5841	4089	4143	4185	2446	6825	6282	6025	4287	4693	6505	4326	3596	5768	2765	105	409	300	1003	448
MMP_RS07025	6766	4939	4921	5483	3625	6819	7458	8910	5661	5531	12870	8356	6794	12447	5565	200	706	516	1773	1094
MMP_RS07030	8651	6205	6047	6890	5514	10268	9448	13604	8886	9000	25916	18111	26308	29574	26340	269	752	465	1815	968
MMP_RS07035	3496	2552	2277	2966	2731	4543	4068	5419	3387	3493	13282	9052	14987	15617	14992	127	278	188	679	996
MMP_RS07040	3080	2529	2876	2535	2245	4231	4286	4483	3074	3143	10096	6275	8275	8945	7519	122	212	182	565	244
MMP_RS07045	1513	974	1250	1181	724	1747	1679	1410	1195	1049	3701	2389	1720	2624	1455	27	58	67	183	65
MMP_RS07050	2195	1361	1618	1833	1281	2174	2171	1962	1517	1401	3940	2910	2237	3829	2453	31	111	80	334	155
MMP_RS07055	3974	2863	3300	2862	2050	4257	3917	4021	2952	2785	9196	6225	7606	9028	7861	78	424	252	1200	345
MMP_RS07060	12730	8950	10609	11366	8663	12867	12393	15650	9999	10216	46373	29648	48927	56152	56990	611	2043	1383	5590	1942
MMP_RS07065	47107	40533	37054	41041	34404	50270	45162	55638	40504	39200	155571	97993	116094	166369	135509	1379	3267	1881	8338	4096
MMP_RS07070	3402	2494	2802	2721	2015	3766	3681	4146	2596	2615	9013	6377	8197	9604	8345	132	319	210	735	424
MMP_RS07075	1682	1199	1364	1161	721	2155	1422	1463	898	1069	1880	1528	1671	1830	1328	3	22	14	41	31
MMP_RS07080	10085	9922	8539	7981	8183	15667	13741	15737	11772	13654	27357	20751	26536	28175	24083	118	350	214	1091	960
MMP_RS07085	383	295	283	219	175	371	275	253	180	219	373	247	365	278	288	1	10	0	26	7
MMP_RS07090	1064	831	813	784	666	1024	900	973	579	678	2071	1631	2618	2548	2530	6	36	21	83	17
MMP_RS07095	157	183	121	118	125	278	210	256	143	200	262	216	277	260	287	3	6	1	5	5
MMP_RS07100	130	102	117	132	86	153	82	107	62	81	238	181	161	164	163	6	3	0	5	1
MMP_RS09025	511	516	291	357	457	1318	1191	1127	814	1111	455	327	469	391	314	8	8	5	3	43
MMP_RS07105	1045	1056	825	729	623	1464	989	1072	763	932	1847	1306	1492	1586	1336	0	19	6	16	14
MMP_RS07110	1325	1164	1131	1017	671	2977	1758	1649	1377	1485	3052	2618	2376	2696	1962	1	23	4	17	8
MMP_RS07115	2456	2308	1875	1702	1476	3899	3197	3184	2889	3027	8689	6067	4590	8010	4871	22	41	20	88	124
MMP_RS07120	55904	59893	45614	43401	52419	113971	108486	123337	92365	104607	82393	63230	70538	93707	64467	2286	4731	2453	9066	53130
MMP_RS07125	19575	21210	15012	14103	17598	36296	33783	37898	29644	32009	33684	25994	28973	38317	25248	977	2247	1324	3781	10569
MMP_RS07130	20926	23181	15866	14375	19105	34434	33967	38978	29969	33261	37943	28926	34206	44959	31075	2282	4994	2506	7746	27055
MMP_RS07135	28515	32829	21817	19824	25597	45479	43031	49992	40985	45900	61255	47005	53053	70759	50384	2449	3950	2119	7400	23800
MMP_RS07140	183	227	165	164	126	476	346	473	227	332	517	468	559	587	455	1	13	9	3	11
MMP_RS07145	1006	1028	780	862	727	1360	1176	1370	829	952	773	672	800	822	662	13	18	15	41	82
MMP_RS07150	58	88	83	60	68	134	86	106	55	95	0	0	5	0	0	1	1	0	5	0
MMP_RS07155	43	29	22	0	2	40	16	29	3	10	42	18	51	90	32	2	9	1	33	11
MMP_RS09030	84	68	50	58	61	45	87	82	35	55	0	0	14	0	36	0	0	0	0	0
MMP_RS07160	2532	2724	2272	2225	1912	4514	4258	4668	3207	3804	10705	8177	11017	11223	10872	132	354	227	1129	755
MMP_RS07165	2427	2229	1884	2140	1664	3817	3548	4124	2878	3072	6708	5338	7462	7344	7032	86	203	135	589	407
MMP_RS07170	0	0	0	0	0	0	0	0	0	0	44	41	15	28	23	1	0	0	0	0
MMP_RS07175	38	24	17	3	50	74	48	33	38	28	35	42	49	57	47	1	11	0	41	14
MMP_RS07180	134	122	148	75	59	327	273	266	192	251	552	379	373	431	324	22	28	23	55	12
MMP_RS07185	282	156	259	205	219	431	352	332	214	281	158	163	166	245	239	16	26	6	65	28
MMP_RS07190	2440	2116	2031	2022	1576	2773	2327	2472	1654	1781	4385	3776	5874	4695	5284	92	118	85	379	263
MMP_RS07195	413	297	288	243	254	409	375	348	278	236	974	800	1273	1016	1131	18	44	22	119	169
MMP_RS07200	271	346	282	235	165	489	376	315	270	274	1027	712	718	816	626	0	17	36	57	47
MMP_RS07205	427	361	263	350	219	734	650	837	605	557	852	699	653	985	876	15	30	23	107	131
MMP_RS07210	2210	1903	1869	1662	1570	4031	3515	4461	3112	3144	3974	2785	3080	3888	3384	31	125	50	271	134
MMP_RS07215	705	608	731	384	426	906	772	708	532	599	742	714	669	703	706	2	54	30	44	61
MMP_RS07220	6254	5395	5458	4754	3814	7649	6883	7887	5289	5513	6935	5404	6932	7747	7067	73	238	152	655	286
MMP_RS07225	9632	7984	8574	7117	6276	10998	9762	11769	7666	7863	16242	12045	17426	19260	17374	240	424	390	1429	870
MMP_RS07230	1977	1836	1836	1552	1465	2274	2264	2792	1490	1591	4093	3245	4543	4926	4634	42	89	58	244	111
MMP_RS07235	17233	14746	16246	15053	11480	22973	21557	24320	12641	15435	27007	19057	35572	33543	34323	129	281	206	889	402
MMP_RS07240	14778	12061	14586	12598	7979	17644	14353	15252	8517	10188	15036	10751	19580	18360	17656	52	155	136	404	173
MMP_RS07245	11457	8281	10361	9594	6637	16781	15217	17558	8966	10468	8670	5960	11358	11012	11412	195	682	480	1838	712
MMP_RS07250	7203	5769	6527	6116	4499	10725	10584	11986	5878	6786	5447	3985	7183	6921	7476	196	532	400	1585	783
MMP_RS07255	4108	3368	3906	3492	2482	6348	6010	6667	3314	3828	4063	2889	4850	4956	4966	95	331	233	809	297
MMP_RS07260	8724	7450	8013	7133	4893	12212	11354	12884	7133	8023	10520	7499	11093	12202	11075	241	867	650	2511	1203
MMP_RS07265	4396	4055	3675	3789	3307	6769	6959	8928	5126	5192	7211	5128	7828	8326	7889	215	600	403	1681	962
MMP_RS07270	452	433	334	411	408	736	832	1122	626	582	858	596	816	1078	1093	33	126	31	170	161
MMP_RS07275	3033	2621	2343	2530	2248	4634	4676	6274	4002	3792	5855	4007	6243	6688	6451	145	550	402	1285	890
MMP_RS07280	3844	3034	2784	3119	3006	6144	5996	8144	5154	5103	8084	5299	9118	9131	9933	258	863	566	2124	1760
MMP_RS07285	1944	1570	1253	1575	1321	2952	2798	3760	2440	2514	4256	2824	5298	5011	5711	109	481	283	963	458
MMP_RS07290	3693	2986	2342	2610	2370	5472	5416	7496	4952	4796	6937	4865	9594	8343	10168	221	549	460	1664	976
MMP_RS07295	5499	4392	3660	4169	3777	9404	8786	12040	7871	7965	11733	8287	15748	13696	16824	318	899	680	2282	1228
MMP_RS07300	7033	5819	4974	5257	5124	12380	11130	15458	10393	11050	17686	12833	22314	21155	23093	467	1332	847	2908	2076
MMP_RS07305	4328	3574	3115	3089	2576	8035	6989	9267	6149	6435	12859	9220	14776	15231	15231	308	706	540	1808	1504
MMP_RS07310	3230	2751	2426	2616	2399	6293	5361	7243	4675	5358	9731	7113	11090	11820	11522	327	719	464	1984	2157
MMP_RS07320	1226	1137	713	818	643	1096	950	1062	1025	1037	2829	1670	1056	1885	883	44	98	74	339	159
MMP_RS07325	17	15	24	4	4	28	7	1	17	8	35	18	2	0	0	0	23	4	41	3
MMP_RS07330	4136	3278	3250	3225	2193	5061	3971	4100	3051	3519	15456	11822	13746	15735	11919	98	309	151	653	455
MMP_RS07335	313	248	224	163	235	332	287	304	183	229	819	527	549	739	487	25	68	5	152	44
MMP_RS07340	99	46	21	14	16	43	24	8	53	21	327	210	87	184	64	6	24	0	14	3
MMP_RS07345	1932	1582	1456	1431	1082	1929	1881	2133	1350	1457	10537	7389	11183	11593	10714	89	158	76	326	318
MMP_RS07350	4626	4705	3417	3219	3908	8019	6728	7710	4306	5899	4974	4182	5995	5582	5882	222	332	243	685	1583
MMP_RS07355	583	714	518	607	527	2822	2257	3481	2159	2035	6504	4204	6334	6466	5352	30	69	40	135	145
MMP_RS07360	395	486	439	393	328	429	406	367	264	234	1295	892	930	1153	944	5	31	21	39	23
MMP_RS07365	1320	1285	1269	983	920	1204	1129	1090	645	769	3161	2444	2618	3109	2386	22	41	22	94	26
MMP_RS07370	8439	7897	7120	6624	5191	6260	6011	6270	4627	4632	19068	14149	15990	20358	16038	83	228	154	568	397
MMP_RS07375	10208	10240	7958	6850	6331	11273	8364	8592	8578	9886	20343	13369	14553	19160	14784	68	141	75	456	208
MMP_RS07380	3332	2860	2743	2666	1876	2457	2203	2566	1401	1830	4120	3122	3830	4320	3696	11	23	19	61	34
MMP_RS07385	631	505	557	326	211	1402	855	745	461	547	2137	1652	1667	1852	1508	3	8	26	53	44
MMP_RS07390	6531	5738	5442	4765	4020	9859	8957	9420	7099	7885	17336	11943	11676	16957	11618	129	294	160	806	367
MMP_RS07395	2026	1745	1746	1725	1324	2912	2544	2976	2477	2175	7416	5197	6407	7544	5745	45	73	57	242	153
MMP_RS09095	2445	1678	1709	1585	1493	1946	1631	1517	1176	1349	1834	1363	1499	1717	1430	11	42	2	35	27
MMP_RS07405	9653	8668	6836	7307	6807	9835	9147	10800	9245	9483	12412	10550	9531	12163	9129	95	200	94	442	490
MMP_RS07410	254	196	227	222	183	509	402	405	338	300	1253	904	1090	1082	981	0	19	7	18	20
MMP_RS07415	1488	1424	1306	1362	1233	3814	3295	4173	2485	2748	7294	5212	7748	7319	7067	39	59	86	256	194
MMP_RS07420	2186	2605	2209	1583	1475	4980	3286	3012	2224	2633	1632	1302	1144	1404	1071	12	93	54	172	174
MMP_RS07425	1943	1769	1894	1676	1408	2108	2014	1936	1099	1353	3820	2367	2401	3781	2392	27	76	51	143	84
MMP_RS07430	1529	1522	1583	1340	1083	1376	1203	1358	700	756	3140	2174	2393	3395	1813	35	75	39	182	82
MMP_RS07435	725	789	665	539	617	525	560	615	299	349	2036	1271	1305	2126	1003	7	20	15	115	70
MMP_RS07440	245	254	207	233	158	384	352	504	268	309	993	637	644	917	595	7	0	9	32	22
MMP_RS07445	1587	1108	1184	1314	847	5951	4749	4546	2569	2376	1257	1180	1139	1290	1022	21	47	33	113	138
MMP_RS07450	186	101	129	106	46	603	481	250	100	102	200	171	122	176	137	8	2	9	12	102
MMP_RS07455	1010	775	757	894	488	2743	2727	2435	873	999	1659	1291	1391	1669	1280	10	27	13	69	27
MMP_RS07460	134	149	112	135	90	434	412	259	77	98	373	347	320	381	308	0	4	4	24	4
MMP_RS07465	184	150	147	107	58	381	422	230	50	86	481	461	436	547	359	0	0	5	37	9
MMP_RS07470	92	100	132	92	88	242	300	186	53	63	453	408	307	478	303	19	18	18	54	35
MMP_RS07475	436	450	344	367	187	440	621	523	171	208	1706	1297	1083	1797	977	94	53	21	206	385
MMP_RS07480	283	242	219	189	116	195	224	194	133	137	2128	1538	1217	2131	1079	3	27	22	94	60
MMP_RS07485	159	217	131	210	77	134	167	176	92	123	1764	1427	1182	1793	1127	5	26	34	91	47
MMP_RS07490	0	22	0	0	14	0	0	16	0	1	233	221	176	248	165	0	4	1	2	11
MMP_RS07495	224	288	237	289	183	175	238	317	151	208	2584	1947	1926	2714	1884	21	32	17	121	121
MMP_RS07500	0	0	0	0	0	0	0	0	0	0	116	111	56	63	83	0	0	3	15	19
MMP_RS07505	20	38	18	51	30	23	23	66	34	25	477	304	347	456	291	9	16	5	80	67
MMP_RS07510	99	115	102	117	79	94	118	159	86	85	1098	794	775	1073	775	46	80	49	237	221
MMP_RS07515	148	143	107	139	89	149	160	195	159	126	1153	796	962	1299	921	107	213	54	299	559
MMP_RS07520	480	463	368	414	406	429	383	547	405	360	2967	2063	1979	2871	1775	79	156	72	290	438
MMP_RS07525	420	368	241	307	217	313	319	387	413	281	2396	1514	862	1786	683	35	72	36	142	149
MMP_RS07530	37	51	22	24	0	9	28	18	30	15	303	262	123	293	147	1	27	6	16	37
MMP_RS07535	347	278	268	253	155	305	272	364	277	273	1511	984	1082	1576	1140	15	31	14	102	79
MMP_RS07540	417	414	419	341	193	652	569	554	369	430	2265	1637	1939	2252	1965	40	57	19	170	280
MMP_RS07545	140	119	115	85	73	186	166	226	121	97	758	620	694	796	613	1	0	8	22	16
MMP_RS07550	255	217	265	143	117	198	161	88	42	55	122	93	74	122	47	1	18	0	9	6
MMP_RS07555	482	414	372	321	306	404	378	350	193	215	715	399	387	617	310	98	172	78	390	515
MMP_RS07560	1896	1860	1652	1583	1062	2721	1625	1672	1460	1611	2162	1522	1871	1942	1566	4	33	14	18	29
MMP_RS07570	736	590	564	567	411	671	490	541	431	433	514	461	499	547	485	9	17	9	103	17
MMP_RS07575	298	449	175	356	172	1218	1161	1749	1203	1388	788	414	345	418	284	15	87	60	145	41
MMP_RS07580	232	206	163	187	153	826	763	1072	710	775	647	363	435	477	377	10	21	26	90	48
MMP_RS07585	1549	1443	1113	1079	912	2611	2057	2068	1970	1782	14866	11902	9570	13916	8963	41	151	77	487	363
MMP_RS07590	1779	1547	1413	1416	1026	1753	1378	1371	1247	1388	2120	1685	2326	2110	1989	19	37	19	112	145
MMP_RS07595	11	10	55	14	21	26	11	4	0	22	9	14	20	22	18	0	6	0	26	0
MMP_RS07600	684	595	555	365	575	954	738	715	634	642	967	765	736	837	702	42	49	23	113	72
MMP_RS07605	1117	1040	873	831	801	1243	987	1173	883	1045	1483	1152	991	1389	772	26	64	21	94	79
MMP_RS07610	1219	1104	1062	1080	1084	1460	1497	1643	1020	1116	4990	3762	4667	5402	4428	44	106	51	214	181
MMP_RS07615	10	16	0	29	11	0	16	0	0	10	1187	764	1047	1239	1228	3	11	18	75	21
MMP_RS07620	0	0	0	0	0	0	0	0	0	0	351	199	350	408	392	0	4	5	20	16
MMP_RS07625	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	4	0	3	0
MMP_RS07630	278	198	217	156	169	376	295	372	246	250	889	527	582	767	533	11	9	10	24	22
MMP_RS07635	115	87	42	32	34	111	83	22	57	41	356	271	152	248	180	3	11	1	24	25
MMP_RS07640	568	474	452	377	347	462	299	416	421	367	625	385	85	383	78	6	22	13	45	79
MMP_RS07645	488	397	297	246	251	614	474	542	461	396	1100	852	637	899	503	33	73	26	158	66
MMP_RS07650	338	252	217	136	165	515	393	388	398	316	2288	1748	1667	2188	1605	16	65	15	128	137
MMP_RS08980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MMP_RS07655	1009	779	954	836	731	1187	1022	1231	709	831	4047	3074	4169	3819	3661	21	52	28	170	182
MMP_RS07660	92	39	91	41	85	95	37	53	45	43	111	139	149	88	80	9	8	2	14	2
MMP_RS07665	824	639	716	703	435	929	760	813	519	522	2930	2330	2726	2793	2144	1	19	35	52	62
MMP_RS07670	648	489	529	483	323	1011	814	866	499	602	1781	1390	1528	1598	1326	3	15	22	35	82
MMP_RS07675	2583	2226	2111	2011	1472	4445	3135	3578	2512	2586	17483	12762	8409	13374	4865	72	302	161	475	356
MMP_RS07680	54	34	56	51	42	96	69	49	18	30	649	582	502	590	316	7	10	1	0	9
MMP_RS07685	392	309	314	225	240	579	422	457	318	378	1334	864	712	912	675	24	28	18	109	42
MMP_RS07690	1300	1146	1051	975	823	1265	1082	1358	841	861	4008	3328	4927	5229	4890	19	103	64	181	106
MMP_RS07695	688	742	632	614	510	486	398	546	315	337	1468	1150	1665	1820	1544	17	20	11	101	40
MMP_RS07700	1193	1176	1110	1024	764	792	538	616	410	481	3253	2460	3271	3349	3030	9	59	42	132	89
MMP_RS07705	325	250	247	240	193	616	517	579	375	429	2146	1631	1801	2034	1480	8	3	12	33	39
MMP_RS07710	5064	4481	3988	4511	3599	13390	12278	14924	9451	10495	32972	24482	30335	33777	28783	191	467	289	1079	961
MMP_RS07715	195	154	137	122	112	336	193	195	192	190	928	656	598	818	487	9	26	3	38	5
MMP_RS07720	317	451	220	386	327	533	401	659	406	429	1015	665	747	923	645	29	136	76	345	491
MMP_RS07725	328	499	293	297	267	385	333	474	329	321	915	635	499	741	456	28	104	45	239	122
MMP_RS07730	1258	1810	844	893	812	1168	953	1107	898	924	1778	1132	780	1313	546	176	376	188	866	2841
MMP_RS07735	3425	3710	3328	3063	2788	1595	1486	1616	897	944	1444	1022	1034	1265	859	59	323	261	642	633
MMP_RS07740	1124	1071	926	932	604	442	457	389	246	229	195	135	207	223	162	16	46	29	139	139
MMP_RS07745	3350	3338	3094	2989	2380	1559	1778	1768	904	987	883	602	817	853	670	59	181	97	330	276
MMP_RS07750	77	39	76	53	28	64	58	45	27	44	229	235	128	218	125	3	10	1	0	10
MMP_RS07755	1192	1223	946	656	769	1149	904	886	861	845	4290	2673	2006	3764	2023	9	14	8	44	32
MMP_RS07760	3922	4128	3286	2239	2093	2940	2124	2408	1883	2156	9091	5651	5856	7697	5635	58	113	77	253	173
MMP_RS07765	770	711	531	590	481	693	561	643	505	560	2388	1580	1572	2157	1483	30	86	25	256	166
MMP_RS07770	1275	1056	1167	1090	728	2913	2826	3360	2389	1976	9454	6996	6346	9571	6534	15	51	10	131	78
MMP_RS07775	3203	2544	2481	2409	1718	6370	6134	7899	5468	5094	14972	10881	10961	14541	10041	58	168	78	350	175
MMP_RS07780	338	210	194	183	243	354	288	316	244	213	854	648	657	764	567	5	11	14	32	20
MMP_RS07785	88221	79917	73051	72548	75607	209760	201832	218820	221340	179510	70397	52819	56897	79042	48209	848	1918	1229	4539	5482
MMP_RS07790	390	384	359	306	298	361	320	281	198	242	876	625	584	857	577	2	6	4	25	10
MMP_RS07795	575	493	529	443	328	460	364	365	251	287	994	664	632	804	672	17	2	13	9	23
MMP_RS07800	1192	878	1088	1208	625	544	418	316	256	323	395	319	445	391	402	1	4	0	19	20
MMP_RS07805	1648	1303	1334	1299	781	738	629	600	443	505	462	322	518	446	436	4	2	0	18	1
MMP_RS07810	530	459	381	352	338	954	773	895	717	656	2575	1770	2021	2298	1685	19	31	43	119	121
MMP_RS07815	76	58	80	25	38	116	65	79	80	50	322	201	159	275	178	15	21	1	47	10
MMP_RS07820	85	74	71	78	0	125	67	69	55	57	242	234	131	139	118	1	2	1	7	7
MMP_RS07825	1430	1307	1195	1276	1161	2481	2209	2476	1781	2086	7891	6115	7283	8049	7114	56	145	135	378	633
MMP_RS07830	843	701	830	901	760	1573	1486	1526	1161	1192	3333	2502	3354	3556	3240	31	55	65	142	61
MMP_RS07835	258	149	198	128	151	401	281	303	240	295	1505	1179	872	1322	889	54	50	22	143	257
MMP_RS07840	0	0	0	10	0	4	17	0	0	0	50	40	34	35	19	0	1	1	1	6
MMP_RS07845	977	875	684	829	703	2642	2335	2596	2005	2066	6459	4202	3431	5821	2932	89	78	93	283	438
MMP_RS07850	0	12	20	0	0	42	26	55	59	51	238	201	195	237	152	3	6	1	23	58
MMP_RS07855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS07860	38	14	32	42	0	12	11	0	7	4	157	136	129	157	114	0	0	0	0	0
MMP_RS07865	628	456	478	367	477	477	454	466	354	383	1491	1133	1409	1615	1322	2	34	43	98	27
MMP_RS07870	737	431	492	603	303	733	636	748	498	653	1552	1040	1492	1623	1318	16	110	45	176	130
MMP_RS07875	1106	1020	980	815	678	1893	1498	1579	1152	1336	1815	1557	1642	1526	1224	24	48	30	92	129
MMP_RS07880	375	372	311	222	196	677	383	415	288	349	1193	972	887	864	645	0	26	25	53	34
MMP_RS07885	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	13	0
MMP_RS07890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	2
MMP_RS07895	22	40	40	13	24	63	62	82	133	72	209	165	219	272	149	7	7	8	19	34
MMP_RS07900	64	64	33	70	38	109	133	117	75	118	415	299	273	433	353	11	4	12	14	49
MMP_RS07905	10	0	0	24	14	13	31	37	22	21	28	24	18	38	33	7	2	3	19	19
MMP_RS07910	130	111	109	55	85	226	144	144	84	151	185	143	141	166	125	9	28	4	88	4
MMP_RS07915	307	368	299	228	154	1077	653	522	507	643	972	714	667	662	524	1	16	6	18	55
MMP_RS07925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	7	7	16
MMP_RS07930	18165	13776	15959	15447	10409	24742	23986	25441	15547	17267	37608	25654	38389	43951	36742	534	1602	1037	3993	1573
MMP_RS07935	5949	4911	5015	4798	3336	7510	7459	8027	5417	5819	12195	8492	6996	12711	7091	196	729	487	1979	961
MMP_RS07940	1145	851	767	775	624	1321	1361	1381	1139	1130	3084	2360	1533	3043	1672	27	134	111	325	94
MMP_RS07945	3604	2894	2479	2381	1887	4031	4135	5115	4386	4302	20927	13863	11897	20908	13710	222	538	272	1319	784
MMP_RS07950	2819	2036	1818	1762	1450	3992	3304	4255	3044	3233	17224	11471	13036	17891	14196	57	181	127	652	219
MMP_RS07955	217	215	170	196	151	414	360	402	304	292	538	461	601	629	556	5	21	11	32	91
MMP_RS07960	1032	981	834	785	585	1340	1054	1107	797	925	1945	1504	1938	1872	1660	10	43	11	55	60
MMP_RS07965	1303	1398	1120	1024	908	1885	1445	1739	1242	1363	3773	3058	4490	4398	3810	20	38	24	105	124
MMP_RS07970	49	67	73	34	21	79	42	30	25	44	310	193	152	139	154	4	0	0	3	1
