gene_name	C1000g.1	C1000g.2	C1000g.3	C1000g.4	C1000g.5	C300g.1	C300g.2	C300g.3	C300g.4	C300g.5	Anc.1	Anc.2	Anc.3	Anc.4	Anc.5	Mmp.1	Mmp.2.3	Mmp.3.3	Mmp.4.3	Mmp.5.3
MMP_RS02890	1970	2021	1465	1508	1608	1955	1646	2064	1341	1748	1036	911	962	996	773	8	20	1	38	6
MMP_RS02895	299	180	224	175	160	250	190	175	101	117	219	218	212	225	206	29	18	6	97	34
MMP_RS02900	520	484	435	371	428	1169	890	1025	652	831	1985	1988	2493	2409	2306	29	41	34	102	234
MMP_RS02905	553	387	437	411	327	931	738	911	513	675	2867	2424	3514	3172	3008	8	38	10	72	39
MMP_RS02910	26	18	11	26	0	14	23	14	10	0	26	3	46	37	31	0	1	0	21	4
MMP_RS02915	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0
MMP_RS02920	12	18	29	22	4	81	48	41	5	11	176	104	155	128	117	0	5	0	2	0
MMP_RS02925	4507	3604	4000	3658	2826	5153	4484	5052	3247	3570	8780	5573	6179	9127	5587	21	52	41	179	124
MMP_RS02930	98	71	82	26	42	100	70	80	104	70	506	350	196	345	208	5	30	2	62	23
MMP_RS02935	119	121	99	120	41	118	124	122	65	69	772	515	527	735	578	5	20	2	38	11
MMP_RS02940	136	146	147	73	33	223	158	122	106	124	581	450	436	580	433	1	11	6	12	0
MMP_RS02945	0	0	0	0	0	14	0	0	6	0	0	4	3	6	6	2	0	1	6	1
MMP_RS02950	32	0	36	17	22	91	65	105	26	57	141	118	143	112	96	3	0	1	10	0
MMP_RS02955	527	358	436	435	422	1114	1186	1172	1058	1076	560	420	417	542	439	43	91	57	205	206
MMP_RS02960	130	51	71	63	46	108	93	65	90	60	25	35	72	72	83	2	10	5	6	2
MMP_RS02965	394	258	287	256	229	327	249	374	202	230	474	335	480	463	416	4	12	18	26	23
MMP_RS02970	222	203	191	167	163	276	167	140	123	138	0	0	0	0	0	9	3	2	37	6
MMP_RS02975	395	326	352	276	172	496	344	274	181	265	254	247	336	245	268	0	0	4	28	25
MMP_RS02980	136	132	96	34	57	115	98	83	45	55	233	191	166	242	169	8	15	5	88	24
MMP_RS02985	17	3	20	10	21	10	11	5	19	0	45	23	29	6	30	5	7	0	9	13
MMP_RS02990	1474	1203	1219	1099	967	1153	893	1020	593	748	4011	2654	3714	4163	3914	31	63	43	191	40
MMP_RS02995	486	388	373	342	309	385	338	339	223	224	1294	955	1286	1512	1355	1	39	10	24	15
MMP_RS03000	1541	1290	1430	1365	1245	1145	1111	1351	776	951	2915	2168	3070	3109	2858	8	30	26	104	13
MMP_RS03005	3251	2721	2823	2837	2574	3014	2476	3081	2209	2235	4651	4004	5470	5389	4452	86	184	123	349	1194
MMP_RS03010	148	72	79	129	114	140	82	70	101	79	283	267	371	305	256	1	2	1	0	2
MMP_RS03015	848	706	693	599	389	1133	692	508	651	688	1562	1370	1658	1606	1243	7	11	12	14	7
MMP_RS03020	4705	4659	4136	3908	3181	20756	15006	17914	12931	14536	10181	7188	7662	9417	6030	55	235	133	505	514
MMP_RS03025	126	128	100	102	77	277	177	225	160	169	572	470	525	564	435	3	0	2	22	2
MMP_RS03030	13162	13690	11012	11434	9990	31708	23678	27585	19715	23267	13692	10034	15931	15431	15128	270	860	471	1211	2667
MMP_RS03035	31318	30456	26916	26436	23210	61979	48544	56614	41323	47450	30929	22371	36844	34634	34156	280	777	468	1875	2100
MMP_RS03040	5688	5300	4760	4572	3682	10673	7749	8893	6570	7550	4506	3331	5092	4907	4697	52	124	111	289	440
MMP_RS03045	8307	7905	7231	6775	6383	10728	9686	11289	7990	9226	6350	4656	7699	7628	7742	71	163	96	398	195
MMP_RS03050	279	275	211	276	182	246	151	209	134	152	1035	745	699	908	557	9	12	3	13	5
MMP_RS03055	359	349	329	250	239	465	331	397	201	274	1224	928	1095	1063	895	6	9	5	31	7
MMP_RS03060	115	127	161	102	44	114	99	113	57	74	701	473	480	525	332	0	0	0	0	1
MMP_RS03065	96	73	37	36	40	34	69	37	34	37	636	387	294	527	293	3	2	2	0	11
MMP_RS03070	4	0	5	5	0	0	0	0	0	0	52	51	39	15	30	0	8	1	12	3
MMP_RS03075	1934	1536	1545	1426	1074	2565	2341	2874	2138	1945	16521	13392	13401	18811	12886	86	207	126	504	280
MMP_RS03080	7453	8506	5914	6613	6829	25582	21560	26268	17749	20655	10246	8043	11748	11002	9961	285	680	417	1075	1518
MMP_RS03085	0	0	0	0	5	0	0	0	0	0	69	33	48	60	58	0	3	0	4	5
MMP_RS03090	86	63	51	62	52	117	91	98	71	56	414	291	275	421	245	1	25	2	28	11
MMP_RS03095	120	159	80	116	71	140	107	110	101	120	534	292	270	501	306	2	18	14	43	43
MMP_RS03100	145	174	104	136	61	411	213	185	152	191	268	220	140	205	130	0	0	0	0	0
MMP_RS03105	175	142	181	144	46	188	138	147	123	109	834	502	323	647	349	7	6	1	23	8
MMP_RS03110	257	236	256	136	96	344	214	152	64	111	1662	1407	1282	1309	1110	0	4	7	3	21
MMP_RS03115	856	852	741	570	665	1271	1042	1107	762	781	7406	5711	5548	7174	5123	5	43	39	125	96
MMP_RS03120	19	34	15	16	25	36	71	98	46	31	471	374	346	548	412	0	1	5	9	0
MMP_RS03125	2147	1983	1642	1830	1743	3239	2884	3619	2644	2576	13030	9853	11145	12989	10083	35	133	45	355	230
MMP_RS03130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
MMP_RS03135	195	212	200	201	100	259	218	216	196	189	735	541	644	852	586	4	23	14	46	12
MMP_RS03140	3353	2505	3202	2946	2032	3888	3441	3540	2082	2520	7325	5696	8371	8397	8682	37	162	109	285	181
MMP_RS03145	868	772	831	760	509	1129	912	1023	519	670	3691	2911	4303	4214	4139	3	23	17	78	63
MMP_RS03150	478	368	425	338	249	526	427	429	299	349	1304	1040	1345	1295	1125	6	36	15	107	48
MMP_RS03155	77	28	59	80	28	67	68	58	48	39	128	95	83	104	83	0	2	1	7	0
MMP_RS03160	1406	1201	1058	978	926	2263	1509	1676	1175	1399	2271	1768	2178	1978	1792	27	37	30	64	93
MMP_RS09045	17387	18091	15503	13961	10695	26785	17341	19362	16507	17114	24603	19535	16357	21251	14493	300	933	540	1511	2568
MMP_RS03170	653	666	530	431	496	1110	876	851	811	757	1061	842	873	942	878	11	10	10	52	111
MMP_RS03175	950	759	804	786	638	1354	1272	1346	765	946	2897	2166	2354	3234	1923	17	26	18	91	24
MMP_RS03180	1310	1104	1141	1078	630	1601	1294	1288	863	955	3336	2666	3252	3448	2874	9	49	26	94	70
MMP_RS03185	1505	1661	1271	1382	1293	1772	1403	1509	1109	1324	3148	2279	2673	3287	2536	31	57	15	127	196
MMP_RS03190	622	769	620	594	512	483	446	504	406	472	2452	1862	2031	2640	2114	3	25	7	80	49
MMP_RS03195	1655	1656	1459	1334	1059	1695	1420	1319	953	988	4124	3242	4923	4840	4468	13	127	60	232	106
MMP_RS03200	4492	4083	3384	3767	3230	4768	4123	4519	3245	3784	8377	6366	8056	9637	7794	44	167	79	394	295
MMP_RS03205	63	44	35	33	30	132	118	118	96	113	364	235	369	313	326	3	13	13	22	0
MMP_RS03210	763	601	758	654	424	1453	1242	1342	670	905	6387	4655	6329	6631	6175	12	41	52	159	62
MMP_RS03215	302	304	326	383	232	816	502	659	507	559	1326	982	1277	1364	1085	0	5	0	12	24
MMP_RS03220	48	31	30	45	3	39	4	34	42	25	0	12	0	1	0	0	0	5	6	101
MMP_RS08955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MMP_RS03225	213	190	165	205	135	269	219	251	211	152	606	381	400	509	342	7	30	7	60	26
MMP_RS03230	1534	1477	1189	1197	941	990	904	1052	778	840	680	538	491	615	419	34	55	17	104	79
MMP_RS03235	256	204	192	152	93	231	178	163	129	134	591	443	304	380	278	7	23	4	22	2
MMP_RS03240	463	354	456	446	248	318	286	292	148	193	1099	877	1147	1091	958	1	12	3	28	21
MMP_RS03245	218	205	199	132	125	222	159	142	98	109	626	489	624	617	581	4	18	9	5	1
MMP_RS03250	2827	2314	2100	2091	1822	2963	2634	3157	2482	2454	2931	2516	2727	2854	2221	18	14	16	92	116
MMP_RS03255	1946	1615	1471	1443	1206	2091	1818	2192	1852	1828	2053	1948	1442	1756	1384	4	20	13	69	20
MMP_RS03260	8423	6549	5348	4723	4849	6675	6279	7802	9696	7419	30627	24552	14212	27475	13004	119	148	52	382	1555
MMP_RS03265	222	289	252	191	166	420	267	308	258	279	398	395	408	426	311	0	2	0	3	12
MMP_RS03270	544	411	357	362	408	479	435	558	333	321	585	550	563	645	551	2	35	4	101	98
MMP_RS03275	814	819	687	815	560	721	708	760	586	645	729	520	624	768	638	120	229	76	376	1112
MMP_RS03280	10493	11495	8308	8165	8608	17923	13198	16167	11646	14003	3044	2514	3678	3242	3099	133	253	138	580	670
MMP_RS03285	7964	6772	6750	6550	5907	14695	11834	15645	10016	11295	11602	7344	12463	11569	11688	127	212	204	769	902
MMP_RS03290	11400	9859	10075	10103	7977	18540	14823	18122	11499	13368	14219	9362	15354	15256	14772	115	356	250	760	359
MMP_RS03295	4396	3878	4069	4048	2861	5844	5202	6084	3860	4252	4925	3281	5321	5422	5226	71	101	72	380	255
MMP_RS03300	3420	3277	3243	2948	2926	3822	3241	3223	2417	2609	1364	1146	1040	1341	896	75	186	32	295	254
MMP_RS03305	2962	2721	2463	2427	2292	3781	2569	2968	2087	2457	2562	1991	2547	2475	2076	31	125	71	192	275
MMP_RS03310	2449	2766	1971	1894	1845	1768	1371	1242	1098	1292	5845	4096	3670	5317	3652	6	45	25	80	85
MMP_RS08960	4	0	0	0	2	0	0	0	0	0	19	24	0	0	0	0	0	0	0	0
MMP_RS03315	1044	1056	878	866	754	796	828	914	613	712	2864	1884	1705	2506	1908	1	5	1	51	10
MMP_RS03320	951	1048	933	841	667	721	553	474	379	568	1648	1252	1824	1714	1617	21	31	14	33	9
MMP_RS03325	757	676	661	610	579	910	537	403	305	421	1412	1133	1350	1298	1106	9	25	11	111	25
MMP_RS03330	6063	7022	5540	5342	5358	11875	9294	11673	7528	8027	5869	4711	6211	5676	4924	341	857	535	1333	2436
MMP_RS03335	679	614	507	621	536	1433	1112	1266	912	885	1236	1081	1443	1330	1336	22	53	13	107	58
MMP_RS03340	276	306	200	180	243	590	486	526	365	390	799	692	1093	991	882	5	39	16	76	27
MMP_RS03345	882	609	548	525	503	1256	1036	1127	849	998	2516	2110	2426	2412	2094	67	162	76	271	951
MMP_RS03350	144	120	123	75	103	247	210	218	199	186	1278	846	1050	982	874	14	10	14	64	18
MMP_RS03355	1048	920	897	836	650	1793	1375	1407	959	1097	3872	3111	3118	3915	2888	50	216	53	223	140
MMP_RS03360	3031	2588	2551	2093	2035	5549	4772	5579	3129	3562	8174	5592	10065	9881	11026	40	128	53	266	160
MMP_RS03365	3671	3099	2995	2805	2724	6537	6407	7559	3931	4785	8988	6186	11748	11213	12986	149	230	156	572	800
MMP_RS03370	8878	7155	8007	7184	5640	15382	13393	15654	8764	10415	19166	13448	24692	22757	24358	153	387	250	969	610
MMP_RS03375	613	590	592	477	441	925	671	730	442	559	2187	1595	2279	2292	2093	14	25	9	91	49
MMP_RS03380	2023	1674	1561	1648	1268	1522	1149	1295	1000	1131	5103	3580	4586	5240	4559	12	51	22	130	116
MMP_RS03385	294	287	254	112	167	447	315	315	431	379	2732	2020	1134	1891	1079	0	7	6	15	21
MMP_RS03390	1059	937	797	714	626	1408	1271	1618	1241	1239	4295	3348	3298	3764	2945	38	118	32	154	262
MMP_RS03395	62	13	3	0	14	18	0	12	26	11	36	23	58	34	56	6	8	0	15	0
MMP_RS03400	28	35	18	29	39	46	42	19	11	31	109	61	89	101	90	0	0	0	0	0
MMP_RS03405	45	64	27	55	25	78	64	45	28	49	149	108	115	161	84	3	0	3	0	3
MMP_RS03410	158	167	168	93	138	325	230	208	182	176	503	368	429	456	352	6	31	9	30	9
MMP_RS03415	1039	788	832	766	771	1402	1271	1730	1399	1209	11445	9999	6511	12899	6756	46	153	49	349	228
MMP_RS03420	662	601	596	576	579	1148	983	1177	617	765	6447	5164	5138	7020	4855	103	177	112	323	435
MMP_RS03425	547	441	451	359	291	222	152	213	144	160	38	20	41	13	22	6	11	2	45	26
MMP_RS03430	19	37	18	2	15	24	0	14	13	0	7	3	0	17	6	6	27	6	19	17
MMP_RS03435	6677	5830	6453	6448	5072	5340	5417	6497	4086	4097	17199	10909	13084	17654	13033	59	211	129	600	249
MMP_RS03440	249	234	237	235	190	193	165	184	91	113	236	174	217	258	244	0	0	3	10	0
MMP_RS03445	647	635	654	564	363	809	559	607	314	399	858	738	991	855	776	5	17	9	59	27
MMP_RS03450	532	542	432	363	313	804	567	692	451	525	1437	946	1468	1531	1292	4	3	11	17	22
MMP_RS03455	2177	2341	1617	1368	1363	1604	1352	1643	1266	1338	5896	4506	3579	5453	3560	29	65	23	130	193
MMP_RS03460	233	192	218	142	127	397	338	452	276	302	1020	862	789	1225	680	11	48	17	69	20
MMP_RS03465	309	274	223	261	219	846	683	867	676	757	700	567	634	712	471	6	27	5	46	13
MMP_RS03470	127	92	111	74	107	141	96	115	103	106	213	114	138	178	142	3	2	5	48	5
MMP_RS03475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	6
MMP_RS03480	255	191	219	140	139	266	232	215	197	216	658	419	413	524	424	8	14	5	59	31
MMP_RS03485	242	236	124	172	216	266	188	249	203	206	446	357	416	474	364	3	6	7	28	5
MMP_RS03490	1	7	0	0	0	0	0	0	0	0	39	34	24	34	4	6	0	0	7	1
MMP_RS03495	901	786	835	710	623	2634	2032	2260	1671	2057	7009	4737	6323	8186	7030	2	33	11	78	71
MMP_RS03500	5925	4207	5221	4902	3318	9150	8984	10087	5857	6507	13792	10029	16438	17224	15633	189	511	321	1104	688
MMP_RS03505	2428	1665	2274	1653	1000	3799	3168	2911	1793	2047	6050	4844	6545	6780	6261	14	149	165	294	223
MMP_RS03510	7347	6326	6807	6440	5057	11773	11202	13459	8662	8840	22717	16680	24682	28460	26630	267	617	375	1527	1227
MMP_RS03515	211	226	202	203	128	226	167	141	78	61	1373	866	1105	1348	1349	2	0	4	16	9
MMP_RS03520	9	2	0	13	4	1	26	28	0	2	157	68	119	269	239	1	0	0	3	5
MMP_RS03525	296	218	249	169	156	285	206	226	195	128	643	507	390	440	370	17	30	10	68	53
MMP_RS03530	285	277	269	140	126	205	150	145	141	125	12	32	13	31	16	8	16	0	43	0
MMP_RS03535	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MMP_RS03540	10	0	0	0	0	9	6	0	0	0	0	1	0	6	0	0	0	0	4	2
MMP_RS03545	687	667	535	440	379	1764	1235	1114	826	941	459	457	557	499	401	8	27	27	95	89
MMP_RS03550	1310	1490	1048	929	855	3659	2803	3294	2049	2419	500	391	537	492	398	13	41	41	149	211
MMP_RS03555	949	993	766	896	551	2405	1673	1793	1483	1548	956	700	866	952	615	11	18	17	74	46
MMP_RS03560	615	613	560	373	400	1379	1156	1155	950	1128	4109	2597	2094	3134	1890	27	122	50	303	131
MMP_RS03565	1247	1230	1067	926	873	1541	1149	1180	929	1105	542	366	395	533	379	40	75	68	201	227
MMP_RS03570	841	787	717	583	634	1245	1055	1192	660	944	851	634	772	803	754	28	78	52	181	93
MMP_RS03575	387	355	245	186	136	1075	628	551	584	644	3233	2210	1758	2051	1436	0	10	5	34	14
MMP_RS03580	325	308	250	304	228	735	631	620	521	538	1816	1415	1165	1599	1078	8	54	26	91	197
MMP_RS03585	88787	82586	74266	71434	66896	242895	163541	191210	152711	170320	16387	13020	22418	18298	15486	357	1023	472	1511	2164
MMP_RS03590	361	310	363	433	307	532	434	413	335	379	221	158	238	233	185	0	0	0	2	17
MMP_RS03595	14751	12042	10177	10538	9914	16703	14719	18582	18255	15365	4583	3743	3860	4150	3214	179	386	254	1091	549
MMP_RS03600	1639	1483	1153	1099	929	1451	1383	1553	1394	1371	1666	1124	1039	1341	840	36	109	39	120	165
MMP_RS03605	2232	1932	1953	1589	1253	1939	1409	1513	1069	1081	5979	4507	5815	5912	5002	14	51	36	143	70
MMP_RS03610	8023	8356	6180	6118	6781	8888	7623	7650	6160	7480	10902	7772	8508	9968	7834	184	423	219	1016	1457
MMP_RS03615	93	72	82	77	47	55	34	26	32	22	107	85	110	106	94	2	7	1	5	11
MMP_RS03620	205	156	171	121	97	92	129	80	58	91	130	105	123	176	167	0	4	3	8	2
MMP_RS03625	10987	10802	9122	9081	7835	12025	8596	9418	7439	8272	14605	12493	15673	16287	13735	59	219	113	300	444
MMP_RS03630	2929	2676	2113	1968	1635	2514	2171	2381	1642	2121	1244	1037	882	982	616	39	65	14	130	115
MMP_RS03635	2544	1697	2218	2036	1443	1464	1401	1233	734	891	5750	3377	3685	4596	3890	27	64	20	112	92
MMP_RS03640	10871	10897	9247	8282	7800	18225	15207	18055	12538	15493	19342	13318	15354	18660	15024	127	281	128	541	632
MMP_RS03645	771	537	608	516	442	1834	1516	1960	1302	1427	3779	3072	4302	4284	3954	47	93	84	271	76
MMP_RS03650	1068	919	963	888	750	2155	1708	2080	1174	1375	6319	5209	6691	6560	6171	42	109	110	292	71
MMP_RS03655	6	28	0	19	17	9	17	31	43	60	389	245	254	375	272	1	2	3	1	3
MMP_RS03660	384	276	301	293	199	308	254	274	155	201	1476	1045	1157	1309	1426	2	7	7	51	15
MMP_RS03665	39	23	43	13	11	145	55	42	22	22	223	291	309	223	207	0	0	11	0	8
MMP_RS03670	501	456	440	389	333	401	356	341	198	270	1094	830	1363	1291	1214	1	2	11	30	29
MMP_RS03675	798	621	636	578	563	578	472	492	339	418	1791	1295	1702	2060	1665	11	27	12	70	15
MMP_RS03680	150	92	79	61	75	188	135	117	95	69	82	46	37	36	36	4	3	1	9	11
MMP_RS03685	3944	3877	3190	3298	2947	10431	10223	11881	8140	8893	18072	12276	12378	17967	11673	94	291	98	432	496
MMP_RS03690	48	49	63	52	33	38	41	64	2	14	135	89	83	119	102	1	9	3	22	3
MMP_RS03695	952	639	809	604	503	741	686	856	460	501	2938	1935	1752	2512	1619	10	61	20	77	52
MMP_RS03700	1136	812	888	842	525	1046	860	870	661	746	3418	2131	1291	2016	1136	8	36	3	35	29
MMP_RS03705	542	521	478	477	443	993	957	1117	652	765	4512	2639	3711	4015	3732	20	56	24	90	31
MMP_RS03715	11846	11779	9859	9692	8427	17186	12518	13986	10323	11615	26325	20163	28304	29560	26543	141	229	150	624	1136
MMP_RS03720	1610	1295	1104	1137	952	1452	1186	1227	838	855	345	282	336	377	265	45	103	2	158	50
MMP_RS03725	249	210	218	113	147	200	150	117	86	69	34	46	42	31	22	6	9	1	44	8
MMP_RS03730	218	233	130	142	91	214	134	123	111	115	224	180	168	171	98	6	2	7	35	23
MMP_RS03735	1540	1359	1281	1277	1037	1957	1522	1991	1269	1525	2770	2033	2545	3061	2323	55	136	100	258	121
MMP_RS03740	198	192	156	137	85	237	249	288	151	160	353	287	363	507	331	7	18	19	39	10
MMP_RS03745	948	937	864	775	520	1114	807	862	664	664	1974	1372	1414	2012	1446	21	64	40	105	65
MMP_RS03750	388	388	402	282	278	366	218	189	161	155	245	193	189	204	178	0	5	5	44	105
MMP_RS03755	125	91	136	91	62	312	198	192	143	193	370	305	339	359	289	1	0	2	0	8
MMP_RS03760	3198	3092	2232	2108	1970	2206	1829	1835	1371	1811	1274	915	392	903	277	7	13	3	81	28
MMP_RS03765	1037	976	642	591	327	498	362	364	352	319	523	352	180	253	96	1	5	5	33	17
MMP_RS03770	8818	8301	6153	5847	4732	7150	6279	6311	6766	6907	4956	4014	2208	4151	1997	115	229	94	460	1023
MMP_RS03775	1665	1680	1314	1157	906	1302	1117	1053	931	971	1755	1544	1134	1494	1025	2	8	10	26	45
MMP_RS03780	324	352	275	240	271	221	184	160	106	114	658	621	470	580	445	0	14	12	33	22
MMP_RS03785	153	208	118	128	116	154	106	45	58	36	394	377	306	347	258	2	17	12	39	46
MMP_RS03790	159	100	154	112	91	318	109	87	93	93	231	218	158	167	153	1	6	3	0	1
MMP_RS03795	226	151	95	113	80	307	182	139	93	175	472	334	348	344	279	9	22	0	12	8
MMP_RS03800	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	3	0
MMP_RS03805	683	578	463	496	424	611	497	539	417	457	2700	2326	3070	3079	2661	12	23	20	67	67
MMP_RS03810	76	107	69	31	26	90	35	69	76	30	762	615	562	554	423	1	1	2	9	17
MMP_RS03815	812	562	593	473	343	659	567	602	568	480	3042	2146	1707	2384	1432	36	88	50	224	201
MMP_RS03820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS03825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
MMP_RS03830	231	163	161	109	112	253	158	163	152	155	452	345	374	398	284	11	22	7	37	26
MMP_RS03835	192	216	105	173	107	257	159	171	158	179	276	264	191	263	167	16	19	1	39	27
MMP_RS03840	510	420	378	300	214	710	410	409	352	382	234	236	222	200	136	5	11	0	18	7
MMP_RS03845	840	739	696	588	519	283	186	243	146	208	328	275	349	398	302	0	2	1	35	1
MMP_RS08990	675	700	540	548	475	1591	1063	1061	754	934	573	460	666	549	557	0	1	2	3	56
MMP_RS03850	1429	1439	1496	984	1015	2278	1670	1548	1213	1399	4452	3398	4235	4187	3842	13	20	29	236	56
MMP_RS03855	4271	4107	3769	3390	3181	6600	5151	5549	4158	5036	13754	10374	15188	14847	13873	31	168	118	445	149
MMP_RS03860	699	568	626	587	346	1263	919	964	611	717	2235	1744	2484	2370	2166	3	34	6	105	41
MMP_RS03865	146	110	115	65	66	157	115	91	98	114	355	261	225	221	218	0	15	2	20	0
MMP_RS08965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS03870	61	37	40	8	17	28	12	21	20	13	0	0	0	0	0	7	7	0	31	12
MMP_RS03875	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MMP_RS03880	369	260	228	251	141	667	469	546	441	446	2216	1789	1027	1495	939	16	46	17	104	55
MMP_RS03885	18	15	23	4	61	32	50	60	32	48	26	53	96	57	94	3	0	0	15	3
MMP_RS03890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1
MMP_RS08995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MMP_RS09000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS03895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS03900	59	70	21	49	53	102	77	117	66	69	102	67	125	158	111	4	21	13	59	16
MMP_RS03905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
MMP_RS03910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS03915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS03920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
MMP_RS08880	203	162	142	101	78	289	193	265	205	185	978	650	849	814	724	5	20	4	98	18
MMP_RS03930	240	121	181	28	121	418	174	210	161	169	668	603	490	566	437	12	26	4	126	21
MMP_RS09040	565	369	492	326	333	859	673	668	585	608	1612	1398	1547	1544	1251	47	69	12	389	30
MMP_RS03940	38	23	53	8	30	74	44	17	12	34	154	109	124	114	107	12	34	0	53	6
MMP_RS03945	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	0
MMP_RS03950	124	174	118	91	59	13	3	7	0	0	83	67	56	41	56	0	3	3	4	2
MMP_RS03955	845	1227	872	962	857	193	134	135	96	102	342	272	337	329	253	8	7	11	72	15
MMP_RS03960	1768	3391	1868	1778	2354	586	474	468	396	601	330	337	379	545	420	0	1	1	4	7
MMP_RS03965	252	628	373	308	537	80	38	44	13	42	264	140	186	231	187	1	0	2	24	9
MMP_RS08885	162	138	146	100	148	374	268	305	200	290	517	452	392	462	369	4	19	3	132	63
MMP_RS03975	18	0	29	23	5	76	69	91	53	49	239	208	158	207	145	0	0	2	9	10
MMP_RS03980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	4	0
MMP_RS03985	204	144	172	113	117	265	157	152	115	145	586	484	663	559	548	7	71	33	89	168
MMP_RS03990	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MMP_RS03995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
MMP_RS04000	164	202	178	152	69	300	230	199	139	166	288	247	302	311	263	10	27	12	91	7
MMP_RS04005	98	90	84	61	52	162	90	97	105	98	107	101	110	116	109	18	27	5	90	5
MMP_RS04010	89	66	51	62	69	145	115	142	107	118	478	376	342	394	289	8	12	8	25	11
MMP_RS04015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MMP_RS04020	9	0	4	0	11	0	0	0	0	0	0	0	0	0	0	0	6	1	8	12
MMP_RS04025	9	19	26	8	51	60	35	22	20	4	0	0	6	0	18	16	15	0	32	2
MMP_RS04030	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0
MMP_RS04035	9	0	2	0	2	0	0	10	17	0	0	0	0	0	0	3	2	0	34	0
MMP_RS04040	8	0	0	11	0	0	0	0	0	0	0	0	1	0	11	7	0	0	0	1
MMP_RS04045	10	0	12	5	22	0	12	1	0	0	0	0	28	0	16	4	1	1	0	4
MMP_RS09090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS04050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
MMP_RS04055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	5	11
MMP_RS04060	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	7	4
MMP_RS04065	38	65	49	26	22	19	22	16	25	31	19	9	47	31	53	10	16	1	20	7
MMP_RS04070	91	61	83	59	66	70	40	55	34	16	91	53	107	131	123	0	11	0	13	2
MMP_RS04075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
MMP_RS04085	463	419	442	268	292	605	392	412	350	306	792	640	744	783	613	12	42	7	61	37
MMP_RS04090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	3	1
MMP_RS04095	538	468	382	322	376	572	581	611	451	511	480	395	253	306	216	53	106	45	188	157
MMP_RS09005	0	7	0	2	3	0	0	3	13	14	0	0	0	0	0	0	0	0	0	0
MMP_RS04100	0	0	0	3	0	0	10	6	0	8	0	0	0	0	0	0	3	1	0	0
MMP_RS04105	15	6	17	44	23	73	40	28	41	18	0	7	40	0	15	2	2	1	16	0
MMP_RS04110	311	255	205	200	335	453	368	401	409	362	431	319	257	259	256	4	19	13	53	70
MMP_RS04115	16	15	4	0	42	86	55	101	44	67	810	553	587	733	513	7	21	7	32	13
MMP_RS04120	30	16	0	0	18	17	17	7	5	0	52	2	77	50	76	4	0	0	1	0
MMP_RS04125	514	534	339	340	423	68	68	82	56	39	0	0	0	0	0	4	2	1	7	11
MMP_RS04130	1342	1487	963	832	971	984	787	909	670	925	264	230	273	339	220	23	34	13	55	289
MMP_RS04135	312	353	254	253	206	141	103	136	108	106	119	97	165	124	102	3	0	1	16	15
MMP_RS04140	119	61	69	38	63	105	61	42	31	34	93	45	130	83	74	2	5	0	0	30
MMP_RS04145	345	281	290	218	176	491	355	398	261	343	634	454	665	646	681	7	0	2	15	5
